Node 8, start at 549, anchor: 11
Node 9, start at 89, anchor: 7
Node 10, start at 528, anchor: 13
Node 11, start at 831, anchor: 3
Node 12, start at 955, anchor: 7
Node 13, start at 856, anchor: 3
Node 14, start at 682, anchor: 19
Node 15, start at 168, anchor: 3
Node 16, start at 118, anchor: 5
Node 17, start at 856, anchor: 5
Node 18, start at 558, anchor: 5
Node 19, start at 861, anchor: 3
Node 20, start at 868, anchor: 19
Node 0, start at 345, anchor: 7
Node 1, start at 939, anchor: 7
Node 2, start at 851, anchor: 7
Node 3, start at 571, anchor: 7
Node 4, start at 686, anchor: 7
Node 5, start at 116, anchor: 7
Node 6, start at 544, anchor: 7
Node 7, start at 722, anchor: 7
Node 8, start at 549, anchor: 7
Node 9, start at 89, anchor: 7
Node 10, start at 528, anchor: 7
Node 11, start at 831, anchor: 7
Node 12, start at 955, anchor: 7
Node 13, start at 856, anchor: 7
Node 14, start at 682, anchor: 7
Node 15, start at 168, anchor: 7
Node 16, start at 118, anchor: 7
Node 17, start at 856, anchor: 7
Node 18, start at 558, anchor: 7
Node 19, start at 861, anchor: 7
Node 20, start at 868, anchor: 7
Node 0, start at 760, anchor: 7
Node 1, start at 170, anchor: 7
Node 2, start at 671, anchor: 5
Node 3, start at 166, anchor: 11
Node 4, start at 436, anchor: 5
Node 5, start at 85, anchor: 7
Node 6, start at 94, anchor: 5
Node 7, start at 885, anchor: 7
Node 8, start at 319, anchor: 5
Node 9, start at 26, anchor: 5
Node 10, start at 514, anchor: 19
Node 11, start at 1000, anchor: 11
Node 12, start at 157, anchor: 19
Node 13, start at 863, anchor: 11
Node 14, start at 557, anchor: 19
Node 15, start at 888, anchor: 5
Node 16, start at 634, anchor: 7
Node 17, start at 757, anchor: 7
Node 18, start at 73, anchor: 11
Node 19, start at 919, anchor: 5
Node 20, start at 821, anchor: 11
Node 0, start at 760, anchor: 7
Node 1, start at 170, anchor: 7
Node 2, start at 671, anchor: 7
Node 3, start at 166, anchor: 7
Node 4, start at 436, anchor: 7
Node 5, start at 85, anchor: 7
Node 6, start at 94, anchor: 7
Node 7, start at 885, anchor: 7
Node 8, start at 319, anchor: 7
Node 9, start at 26, anchor: 7
Node 10, start at 514, anchor: 7
Node 11, start at 1000, anchor: 7
Node 12, start at 157, anchor: 7
Node 13, start at 863, anchor: 7
Node 14, start at 557, anchor: 7
Node 15, start at 888, anchor: 7
Node 16, start at 634, anchor: 7
Node 17, start at 757, anchor: 7
Node 18, start at 73, anchor: 7
Node 19, start at 919, anchor: 7
Node 20, start at 821, anchor: 7
Node 0, start at 234, anchor: 3
Node 1, start at 252, anchor: 3
Node 2, start at 185, anchor: 5
Node 3, start at 279, anchor: 19
Node 4, start at 995, anchor: 7
Node 5, start at 893, anchor: 5
Node 6, start at 238, anchor: 5
Node 7, start at 629, anchor: 5
Node 8, start at 708, anchor: 11
Node 9, start at 250, anchor: 11
Node 10, start at 543, anchor: 5
Node 11, start at 408, anchor: 7
Node 12, start at 20, anchor: 3
Node 13, start at 627, anchor: 5
Node 14, start at 283, anchor: 7
Node 15, start at 357, anchor: 13
Node 16, start at 902, anchor: 11
Node 17, start at 144, anchor: 7
Node 18, start at 318, anchor: 19
Node 19, start at 187, anchor: 7
Node 20, start at 3, anchor: 5
Node 0, start at 234, anchor: 7
Node 1, start at 252, anchor: 7
Node 2, start at 185, anchor: 7
Node 3, start at 279, anchor: 7
Node 4, start at 995, anchor: 7
Node 5, start at 893, anchor: 7
Node 6, start at 238, anchor: 7
Node 7, start at 629, anchor: 7
Node 8, start at 708, anchor: 7
Node 9, start at 250, anchor: 7
Node 10, start at 543, anchor: 7
Node 11, start at 408, anchor: 7
Node 12, start at 20, anchor: 7
Node 13, start at 627, anchor: 7
Node 14, start at 283, anchor: 7
Node 15, start at 357, anchor: 7
Node 16, start at 902, anchor: 7
Node 17, start at 144, anchor: 7
Node 18, start at 318, anchor: 7
Node 19, start at 187, anchor: 7
Node 20, start at 3, anchor: 7
